SANTA ROSA DEL SUR;BOLIVAR;13688
SIMITI;BOLIVAR;13744
SOPLAVIENTO;BOLIVAR;13760
TALAIGUA NUEVO;BOLIVAR;13780
TIQUISIO;BOLIVAR;13810
TURBACO;BOLIVAR;13836
TURBANA;BOLIVAR;13838
VILLANUEVA;BOLIVAR;13873
ZAMBRANO;BOLIVAR;13894
TUNJA;BOYACA;15001
ALMEIDA;BOYACA;15022
AQUITANIA;BOYACA;15047
ARCABUCO;BOYACA;15051
BELEN;BOYACA;15087
BERBEO;BOYACA;15090
BETEITIVA;BOYACA;15092
BOAVITA;BOYACA;15097
BOYACA;BOYACA;15104
BRICEÑO;BOYACA;15106
BUENAVISTA;BOYACA;15109
BUSBANZA;BOYACA;15114
CALDAS;BOYACA;15131
CAMPOHERMOSO;BOYACA;15135
CERINZA;BOYACA;15162
CHINAVITA;BOYACA;15172
CHIQUINQUIRA;BOYACA;15176
CHISCAS;BOYACA;15180
CHITA;BOYACA;15183
CHITARAQUE;BOYACA;15185
CHIVATA;BOYACA;15187
CIENEGA;BOYACA;15189
COMBITA;BOYACA;15204
COPER;BOYACA;15212
CORRALES;BOYACA;15215
COVARACHIA;BOYACA;15218
CUBARA;BOYACA;15223
CUCAITA;BOYACA;15224
CUITIVA;BOYACA;15226
CHIQUIZA;BOYACA;15232
CHIVOR;BOYACA;15236
DUITAMA;BOYACA;15238
EL COCUY;BOYACA;15244
EL ESPINO;BOYACA;15248
FIRAVITOBA;BOYACA;15272
FLORESTA;BOYACA;15276
GACHANTIVA;BOYACA;15293
GAMEZA;BOYACA;15296
GARAGOA;BOYACA;15299
GUACAMAYAS;BOYACA;15317
GUATEQUE;BOYACA;15322
GUAYATA;BOYACA;15325
GsICAN;BOYACA;15332
IZA;BOYACA;15362
JENESANO;BOYACA;15367
JERICO;BOYACA;15368
LABRANZAGRANDE;BOYACA;15377
LA CAPILLA;BOYACA;15380
LA VICTORIA;BOYACA;15401
LA UVITA;BOYACA;15403
VILLA DE LEYVA;BOYACA;15407
MACANAL;BOYACA;15425
MARIPI;BOYACA;15442
MIRAFLORES;BOYACA;15455
MONGUA;BOYACA;15464
MONGUI;BOYACA;15466
MONIQUIRA;BOYACA;15469
MOTAVITA;BOYACA;15476
MUZO;BOYACA;15480
NOBSA;BOYACA;15491
NUEVO COLON;BOYACA;15494
OICATA;BOYACA;15500
OTANCHE;BOYACA;15507
PACHAVITA;BOYACA;15511
PAEZ;BOYACA;15514
PAIPA;BOYACA;15516
PAJARITO;BOYACA;15518
PANQUEBA;BOYACA;15522
PAUNA;BOYACA;15531
PAYA;BOYACA;15533
PAZ DE RIO;BOYACA;15537
PESCA;BOYACA;15542
PISBA;BOYACA;15550
PUERTO BOYACA;BOYACA;15572
QUIPAMA;BOYACA;15580
RAMIRIQUI;BOYACA;15599
RAQUIRA;BOYACA;15600
RONDON;BOYACA;15621
SABOYA;BOYACA;15632
SACHICA;BOYACA;15638
SAMACA;BOYACA;15646
SAN EDUARDO;BOYACA;15660
SAN JOSE DE PARE;BOYACA;15664
SAN LUIS DE GACENO;BOYACA;15667
SAN MATEO;BOYACA;15673
SAN MIGUEL DE SEMA;BOYACA;15676
SAN PABLO DE BORBUR;BOYACA;15681
SANTANA;BOYACA;15686
SANTA MARIA;BOYACA;15690
SANTA ROSA DE VITERBO;BOYACA;15693
SANTA SOFIA;BOYACA;15696
SATIVANORTE;BOYACA;15720
SATIVASUR;BOYACA;15723
SIACHOQUE;BOYACA;15740
SOATA;BOYACA;15753
SOCOTA;BOYACA;15755
SOCHA;BOYACA;15757
SOGAMOSO;BOYACA;15759
SOMONDOCO;BOYACA;15761
SORA;BOYACA;15762
SOTAQUIRA;BOYACA;15763
SORACA;BOYACA;15764
SUSACON;BOYACA;15774
SUTAMARCHAN;BOYACA;15776
SUTATENZA;BOYACA;15778
TASCO;BOYACA;15790
TENZA;BOYACA;15798
TIBANA;BOYACA;15804
TIBASOSA;BOYACA;15806
TINJACA;BOYACA;15808
TIPACOQUE;BOYACA;15810
TOCA;BOYACA;15814
TOGsI;BOYACA;15816
TOPAGA;BOYACA;15820
TOTA;BOYACA;15822
TUNUNGUA;BOYACA;15832
TURMEQUE;BOYACA;15835
TUTA;BOYACA;15837
TUTAZA;BOYACA;15839
UMBITA;BOYACA;15842
VENTAQUEMADA;BOYACA;15861
VIRACACHA;BOYACA;15879
ZETAQUIRA;BOYACA;15897
MANIZALES;CALDAS;17001
AGUADAS;CALDAS;17013
ANSERMA;CALDAS;17042
ARANZAZU;CALDAS;17050
BELALCAZAR;CALDAS;17088
CHINCHINA;CALDAS;17174
FILADELFIA;CALDAS;17272
LA DORADA;CALDAS;17380
LA MERCED;CALDAS;17388
MANZANARES;CALDAS;17433
MARMATO;CALDAS;17442
MARQUETALIA;CALDAS;17444
MARULANDA;CALDAS;17446
NEIRA;CALDAS;17486
NORCASIA;CALDAS;17495
PACORA;CALDAS;17513
PALESTINA;CALDAS;17524
PENSILVANIA;CALDAS;17541
RIOSUCIO;CALDAS;17614
RISARALDA;CALDAS;17616
SALAMINA;CALDAS;17653
SAMANA;CALDAS;17662
SAN JOSE;CALDAS;17665
SUPIA;CALDAS;17777
VICTORIA;CALDAS;17867
VILLAMARIA;CALDAS;17873
VITERBO;CALDAS;17877
FLORENCIA;CAQUETA;18001
ALBANIA;CAQUETA;18029
BELEN DE LOS ANDAQUIES;CAQUETA;18094
CARTAGENA DEL CHAIRA;CAQUETA;18150
CURILLO;CAQUETA;18205
EL DONCELLO;CAQUETA;18247
EL PAUJIL;CAQUETA;18256
LA MONTAÑITA;CAQUETA;18410
MILAN;CAQUETA;18460
MORELIA;CAQUETA;18479
PUERTO RICO;CAQUETA;18592
SAN JOSE DEL FRAGUA;CAQUETA;18610
SAN VICENTE DEL CAGUAN;CAQUETA;18753
SOLANO;CAQUETA;18756
SOLITA;CAQUETA;18785
VALPARAISO;CAQUETA;18860
POPAYAN;CAUCA;19001
ALMAGUER;CAUCA;19022
ARGELIA;CAUCA;19050
BALBOA;CAUCA;19075
BOLIVAR;CAUCA;19100
BUENOS AIRES;CAUCA;19110
CAJIBIO;CAUCA;19130
CALDONO;CAUCA;19137
CALOTO;CAUCA;19142
CORINTO;CAUCA;19212
EL TAMBO;CAUCA;19256
FLORENCIA;CAUCA;19290
GUACHENE;CAUCA;19300
GUAPI;CAUCA;19318
INZA;CAUCA;19355
JAMBALO;CAUCA;19364
LA SIERRA;CAUCA;19392
LA VEGA;CAUCA;19397
LOPEZ;CAUCA;19418
MERCADERES;CAUCA;19450
MIRANDA;CAUCA;19455
MORALES;CAUCA;19473
PADILLA;CAUCA;19513
PAEZ;CAUCA;19517
PATIA;CAUCA;19532
PIAMONTE;CAUCA;19533
PIENDAMO;CAUCA;19548
PUERTO TEJADA;CAUCA;19573
PURACE;CAUCA;19585
ROSAS;CAUCA;19622
SAN SEBASTIAN;CAUCA;19693
SANTANDER DE QUILICHAO;CAUCA;19698
SANTA ROSA;CAUCA;19701
SILVIA;CAUCA;19743
SOTARA;CAUCA;19760
SUAREZ;CAUCA;19780
SUCRE;CAUCA;19785
TIMBIO;CAUCA;19807
TIMBIQUI;CAUCA;19809
TORIBIO;CAUCA;19821
TOTORO;CAUCA;19824
VILLA RICA;CAUCA;19845
VALLEDUPAR;CESAR;20001
AGUACHICA;CESAR;20011
AGUSTIN CODAZZI;CESAR;20013
ASTREA;CESAR;20032
BECERRIL;CESAR;20045
BOSCONIA;CESAR;20060
CHIMICHAGUA;CESAR;20175
CHIRIGUANA;CESAR;20178
CURUMANI;CESAR;20228
EL COPEY;CESAR;20238
EL PASO;CESAR;20250
GAMARRA;CESAR;20295
GONZALEZ;CESAR;20310
LA GLORIA;CESAR;20383
LA JAGUA DE IBIRICO;CESAR;20400
MANAURE;CESAR;20443
PAILITAS;CESAR;20517
PELAYA;CESAR;20550
PUEBLO BELLO;CESAR;20570
RIO DE ORO;CESAR;20614
LA PAZ;CESAR;20621
SAN ALBERTO;CESAR;20710
SAN DIEGO;CESAR;20750
SAN MARTIN;CESAR;20770
TAMALAMEQUE;CESAR;20787
MONTERIA;CORDOBA;23001
AYAPEL;CORDOBA;23068
BUENAVISTA;CORDOBA;23079
CANALETE;CORDOBA;23090
CERETE;CORDOBA;23162
CHIMA;CORDOBA;23168
CHINU;CORDOBA;23182
CIENAGA DE ORO;CORDOBA;23189
COTORRA;CORDOBA;23300
LA APARTADA;CORDOBA;23350
LORICA;CORDOBA;23417
LOS CORDOBAS;CORDOBA;23419
MOMIL;CORDOBA;23464
MONTELIBANO;CORDOBA;23466
MOÑITOS;CORDOBA;23500
PLANETA RICA;CORDOBA;23555
PUEBLO NUEVO;CORDOBA;23570
PUERTO ESCONDIDO;CORDOBA;23574
PUERTO LIBERTADOR;CORDOBA;23580
PURISIMA;CORDOBA;23586
SAHAGUN;CORDOBA;23660
SAN ANDRES SOTAVENTO;CORDOBA;23670
SAN ANTERO;CORDOBA;23672
SAN BERNARDO DEL VIENTO;CORDOBA;23675
SAN CARLOS;CORDOBA;23678
SAN PELAYO;CORDOBA;23686
TIERRALTA;CORDOBA;23807
VALENCIA;CORDOBA;23855
AGUA DE DIOS;CUNDINAMARCA;25001
ALBAN;CUNDINAMARCA;25019
ANAPOIMA;CUNDINAMARCA;25035
ANOLAIMA;CUNDINAMARCA;25040
ARBELAEZ;CUNDINAMARCA;25053
BELTRAN;CUNDINAMARCA;25086
BITUIMA;CUNDINAMARCA;25095
BOJACA;CUNDINAMARCA;25099
CABRERA;CUNDINAMARCA;25120
CACHIPAY;CUNDINAMARCA;25123
CAJICA;CUNDINAMARCA;25126
CAPARRAPI;CUNDINAMARCA;25148
CAQUEZA;CUNDINAMARCA;25151
CARMEN DE CARUPA;CUNDINAMARCA;25154
CHAGUANI;CUNDINAMARCA;25168
CHIA;CUNDINAMARCA;25175
CHIPAQUE;CUNDINAMARCA;25178
CHOACHI;CUNDINAMARCA;25181
CHOCONTA;CUNDINAMARCA;25183
COGUA;CUNDINAMARCA;25200
COTA;CUNDINAMARCA;25214
CUCUNUBA;CUNDINAMARCA;25224
EL COLEGIO;CUNDINAMARCA;25245
EL PEÑON;CUNDINAMARCA;25258
EL ROSAL;CUNDINAMARCA;25260
FACATATIVA;CUNDINAMARCA;25269
FOMEQUE;CUNDINAMARCA;25279
FOSCA;CUNDINAMARCA;25281
FUNZA;CUNDINAMARCA;25286
FUQUENE;CUNDINAMARCA;25288
FUSAGASUGA;CUNDINAMARCA;25290
GACHALA;CUNDINAMARCA;25293
GACHANCIPA;CUNDINAMARCA;25295
GACHETA;CUNDINAMARCA;25297
GAMA;CUNDINAMARCA;25299
GIRARDOT;CUNDINAMARCA;25307
GRANADA;CUNDINAMARCA;25312
GUACHETA;CUNDINAMARCA;25317
GUADUAS;CUNDINAMARCA;25320
GUASCA;CUNDINAMARCA;25322
GUATAQUI;CUNDINAMARCA;25324
GUATAVITA;CUNDINAMARCA;25326
GUAYABAL DE SIQUIMA;CUNDINAMARCA;25328
GUAYABETAL;CUNDINAMARCA;25335
GUTIERREZ;CUNDINAMARCA;25339
JERUSALEN;CUNDINAMARCA;25368
JUNIN;CUNDINAMARCA;25372
LA CALERA;CUNDINAMARCA;25377
LA MESA;CUNDINAMARCA;25386
LA PALMA;CUNDINAMARCA;25394
LA PEÑA;CUNDINAMARCA;25398
LA VEGA;CUNDINAMARCA;25402
LENGUAZAQUE;CUNDINAMARCA;25407
MACHETA;CUNDINAMARCA;25426
MADRID;CUNDINAMARCA;25430
MANTA;CUNDINAMARCA;25436
MEDINA;CUNDINAMARCA;25438
MOSQUERA;CUNDINAMARCA;25473
NARIÑO;CUNDINAMARCA;25483
NEMOCON;CUNDINAMARCA;25486
NILO;CUNDINAMARCA;25488
NIMAIMA;CUNDINAMARCA;25489
NOCAIMA;CUNDINAMARCA;25491
VENECIA;CUNDINAMARCA;25506
PACHO;CUNDINAMARCA;25513
PAIME;CUNDINAMARCA;25518
PANDI;CUNDINAMARCA;25524
PARATEBUENO;CUNDINAMARCA;25530
PASCA;CUNDINAMARCA;25535
PUERTO SALGAR;CUNDINAMARCA;25572
PULI;CUNDINAMARCA;25580
QUEBRADANEGRA;CUNDINAMARCA;25592
QUETAME;CUNDINAMARCA;25594
QUIPILE;CUNDINAMARCA;25596
APULO;CUNDINAMARCA;25599
RICAURTE;CUNDINAMARCA;25612
SAN ANTONIO DEL TEQUENDAMA;CUNDINAMARCA;25645
SAN BERNARDO;CUNDINAMARCA;25649
SAN CAYETANO;CUNDINAMARCA;25653
SAN FRANCISCO;CUNDINAMARCA;25658
SAN JUAN DE RIO SECO;CUNDINAMARCA;25662
SASAIMA;CUNDINAMARCA;25718
SESQUILE;CUNDINAMARCA;25736
SIBATE;CUNDINAMARCA;25740
SILVANIA;CUNDINAMARCA;25743
SIMIJACA;CUNDINAMARCA;25745
SOACHA;CUNDINAMARCA;25754
SOPO;CUNDINAMARCA;25758
SUBACHOQUE;CUNDINAMARCA;25769
SUESCA;CUNDINAMARCA;25772
SUPATA;CUNDINAMARCA;25777
SUSA;CUNDINAMARCA;25779
SUTATAUSA;CUNDINAMARCA;25781
TABIO;CUNDINAMARCA;25785
TAUSA;CUNDINAMARCA;25793
TENA;CUNDINAMARCA;25797
TENJO;CUNDINAMARCA;25799
TIBACUY;CUNDINAMARCA;25805
TIBIRITA;CUNDINAMARCA;25807
TOCAIMA;CUNDINAMARCA;25815
TOCANCIPA;CUNDINAMARCA;25817
TOPAIPI;CUNDINAMARCA;25823
UBALA;CUNDINAMARCA;25839
UBAQUE;CUNDINAMARCA;25841
VILLA DE SAN DIEGO DE UBATE;CUNDINAMARCA;25843
UNE;CUNDINAMARCA;25845
UTICA;CUNDINAMARCA;25851
VERGARA;CUNDINAMARCA;25862
VIANI;CUNDINAMARCA;25867
VILLAGOMEZ;CUNDINAMARCA;25871
VILLAPINZON;CUNDINAMARCA;25873
VILLETA;CUNDINAMARCA;25875
VIOTA;CUNDINAMARCA;25878
YACOPI;CUNDINAMARCA;25885
ZIPACON;CUNDINAMARCA;25898
ZIPAQUIRA;CUNDINAMARCA;25899
QUIBDO;CHOCO;27001
ACANDI;CHOCO;27006
ALTO BAUDO;CHOCO;27025
ATRATO;CHOCO;27050
BAGADO;CHOCO;27073
BAHIA SOLANO;CHOCO;27075
BAJO BAUDO;CHOCO;27077
BOJAYA;CHOCO;27099
EL CANTON DEL SAN PABLO;CHOCO;27135
CARMEN DEL DARIEN;CHOCO;27150
CERTEGUI;CHOCO;27160
CONDOTO;CHOCO;27205
EL CARMEN DE ATRATO;CHOCO;27245
EL LITORAL DEL SAN JUAN;CHOCO;27250
ISTMINA;CHOCO;27361
JURADO;CHOCO;27372
LLORO;CHOCO;27413
MEDIO ATRATO;CHOCO;27425
MEDIO BAUDO;CHOCO;27430
MEDIO SAN JUAN;CHOCO;27450
NOVITA;CHOCO;27491
NUQUI;CHOCO;27495
RIO IRO;CHOCO;27580
RIO QUITO;CHOCO;27600
RIOSUCIO;CHOCO;27615
SAN JOSE DEL PALMAR;CHOCO;27660
SIPI;CHOCO;27745
TADO;CHOCO;27787
UNGUIA;CHOCO;27800
UNION PANAMERICANA;CHOCO;27810
NEIVA;HUILA;41001
ACEVEDO;HUILA;41006
AGRADO;HUILA;41013
AIPE;HUILA;41016
ALGECIRAS;HUILA;41020
ALTAMIRA;HUILA;41026
BARAYA;HUILA;41078
CAMPOALEGRE;HUILA;41132
COLOMBIA;HUILA;41206
ELIAS;HUILA;41244
GARZON;HUILA;41298
GIGANTE;HUILA;41306
GUADALUPE;HUILA;41319
HOBO;HUILA;41349
IQUIRA;HUILA;41357
ISNOS;HUILA;41359
LA ARGENTINA;HUILA;41378
LA PLATA;HUILA;41396
NATAGA;HUILA;41483
OPORAPA;HUILA;41503
PAICOL;HUILA;41518
PALERMO;HUILA;41524
PALESTINA;HUILA;41530
PITAL;HUILA;41548
PITALITO;HUILA;41551
RIVERA;HUILA;41615
SALADOBLANCO;HUILA;41660
SAN AGUSTIN;HUILA;41668
SANTA MARIA;HUILA;41676
SUAZA;HUILA;41770
TARQUI;HUILA;41791
TESALIA;HUILA;41797
TELLO;HUILA;41799
TERUEL;HUILA;41801
TIMANA;HUILA;41807
VILLAVIEJA;HUILA;41872
YAGUARA;HUILA;41885
RIOHACHA;LA GUAJIRA;44001
ALBANIA;LA GUAJIRA;44035
BARRANCAS;LA GUAJIRA;44078
DIBULLA;LA GUAJIRA;44090
DISTRACCION;LA GUAJIRA;44098
EL MOLINO;LA GUAJIRA;44110
FONSECA;LA GUAJIRA;44279
HATONUEVO;LA GUAJIRA;44378
LA JAGUA DEL PILAR;LA GUAJIRA;44420
MAICAO;LA GUAJIRA;44430
MANAURE;LA GUAJIRA;44560
SAN JUAN DEL CESAR;LA GUAJIRA;44650
URIBIA;LA GUAJIRA;44847
URUMITA;LA GUAJIRA;44855
VILLANUEVA;LA GUAJIRA;44874
SANTA MARTA;MAGDALENA;47001
ALGARROBO;MAGDALENA;47030
ARACATACA;MAGDALENA;47053
ARIGUANI;MAGDALENA;47058
CERRO SAN ANTONIO;MAGDALENA;47161
CHIBOLO;MAGDALENA;47170
CIENAGA;MAGDALENA;47189
CONCORDIA;MAGDALENA;47205
EL BANCO;MAGDALENA;47245
EL PIÑON;MAGDALENA;47258
EL RETEN;MAGDALENA;47268
FUNDACION;MAGDALENA;47288
GUAMAL;MAGDALENA;47318
NUEVA GRANADA;MAGDALENA;47460
PEDRAZA;MAGDALENA;47541
PIJIÑO DEL CARMEN;MAGDALENA;47545
PIVIJAY;MAGDALENA;47551
PLATO;MAGDALENA;47555
PUEBLOVIEJO;MAGDALENA;47570
REMOLINO;MAGDALENA;47605
SABANAS DE SAN ANGEL;MAGDALENA;47660
SALAMINA;MAGDALENA;47675
SAN SEBASTIAN DE BUENAVISTA;MAGDALENA;47692
SAN ZENON;MAGDALENA;47703
SANTA ANA;MAGDALENA;47707
SANTA BARBARA DE PINTO;MAGDALENA;47720
SITIONUEVO;MAGDALENA;47745
TENERIFE;MAGDALENA;47798
ZAPAYAN;MAGDALENA;47960
ZONA BANANERA;MAGDALENA;47980
VILLAVICENCIO;META;50001
ACACIAS;META;50006
BARRANCA DE UPIA;META;50110
CABUYARO;META;50124
CASTILLA LA NUEVA;META;50150
CUBARRAL;META;50223
CUMARAL;META;50226
EL CALVARIO;META;50245
EL CASTILLO;META;50251
EL DORADO;META;50270
FUENTE DE ORO;META;50287
GRANADA;META;50313
GUAMAL;META;50318
MAPIRIPAN;META;50325
MESETAS;META;50330
LA MACARENA;META;50350
URIBE;META;50370
LEJANIAS;META;50400
PUERTO CONCORDIA;META;50450
PUERTO GAITAN;META;50568
PUERTO LOPEZ;META;50573
PUERTO LLERAS;META;50577
PUERTO RICO;META;50590
RESTREPO;META;50606
SAN CARLOS DE GUAROA;META;50680
SAN JUAN DE ARAMA;META;50683
SAN JUANITO;META;50686
SAN MARTIN;META;50689
VISTAHERMOSA;META;50711
PASTO;NARIÑO;52001
ALBAN;NARIÑO;52019
ALDANA;NARIÑO;52022
ANCUYA;NARIÑO;52036
ARBOLEDA;NARIÑO;52051
BARBACOAS;NARIÑO;52079
BELEN;NARIÑO;52083
BUESACO;NARIÑO;52110
COLON;NARIÑO;52203
CONSACA;NARIÑO;52207
CONTADERO;NARIÑO;52210
CORDOBA;NARIÑO;52215
CUASPUD;NARIÑO;52224
CUMBAL;NARIÑO;52227
CUMBITARA;NARIÑO;52233
CHACHAGsI;NARIÑO;52240
EL CHARCO;NARIÑO;52250
EL PEÑOL;NARIÑO;52254
EL ROSARIO;NARIÑO;52256
EL TABLON DE GOMEZ;NARIÑO;52258
EL TAMBO;NARIÑO;52260
FUNES;NARIÑO;52287
GUACHUCAL;NARIÑO;52317
GUAITARILLA;NARIÑO;52320
GUALMATAN;NARIÑO;52323
ILES;NARIÑO;52352
IMUES;NARIÑO;52354
IPIALES;NARIÑO;52356
LA CRUZ;NARIÑO;52378
LA FLORIDA;NARIÑO;52381
LA LLANADA;NARIÑO;52385
LA TOLA;NARIÑO;52390
LA UNION;NARIÑO;52399
